System,command,STKDUMP,812,"STKDUMP","Display internal execution stack."
System,command,TROFF,813,"TROFF","See TRON."
System,command,TRON,814,"TRON","When trace mechanism is ON, displays each line number as the program is executed."
System,function,ENV,815,"ENV expr","Returns the value of a specified entry in the current environment table. If the parameter is empty ("""") then returns an array of the environment variables (in var=value form)."
System,function,FRE,606,"FRE (x)","Returns system information. eg, 0 = free memory, "
System,function,PROGLINE,817,"PROGLINE","Returns the current program line number."
System,function,RUN,818,"RUN cmdstr","Loads a secondary copy of system's shell and, executes an program, or an shell command."
System,keyword,EXEC,1443,"EXEC file","Transfers control to another operating system program."
System,keyword,EXPORT,1440,"EXPORT thing","Export a SUB, FUNC or variable from a UNIT to be used by the unit consumer."
System,keyword,IMPORT,1441,"IMPORT","Import an exported UNIT variable, SUB or FUNC."
System,keyword,UNIT,1446,"UNIT name","Declares the source module as a unit. Units are a set of procedures, functions and/or variables that can be used by another program or unit."
System,statement,CHAIN,1439,"CHAIN source","Compile and run the given source. Source can be a file name, a line of code or an array of code. Use ENV to share variables with the parent process."
System,statement,OPTION,1442,"OPTION keyword","Used to pass parameters to the run-time environment."
